id,description,code,md5,foxdog,hexdigits,lorem,punctuation,zebra
105,"add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string","def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  """".join([x for x in s if x not in "".!?""])",f55e4a20b63b5840509caa32e11d981d,The apples quick apples brown apples fox apples jumps apples over apples a apples lazy apples dog apples,0123456789abcdefABCDEF apples,"Lorem apples ipsum apples dolor apples sit apples amet, apples consectetur apples adipiscing apples elit, apples sed apples do apples eiusmod apples tempor apples incididunt apples ut apples labore apples et apples dolore apples magna apples aliqua apples Ut apples enim apples ad apples minim apples veniam, apples quis apples nostrud apples exercitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples ex apples ea apples commodo apples consequat apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur apples Excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laborum apples","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ apples",How apples quickly apples daft apples jumping apples zebras apples vex apples
106,make every other character in the string uppercase then remove all instances of the letter e from the string,"def process(s):
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))
    s =  s.replace(""e"", """")",32a8f7ae022522df533bc4b588345e10,ThE QuIcK BrOwN FoX JuMpS OvEr a lAzY DoG!,0123456789AbCdEfABCDEF,"LoRM IpSuM DoLoR SiT AmEt, CoNsEcTTuR AdIpIsCiNg LiT, sEd dO EiUsMoD TMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa. Ut NiM Ad mInIm vEnIaM, qUiS NoStRuD ExErCiTaTiOn uLlAmCo lAbOrIs nIsI Ut aLiQuIp X Ea cOmMoDo cOnSQuAt. DuIs aUtE IrUrE DoLoR In rEpRHNdErIt iN VoLuPtAtE VLiT EsS cIlLuM DoLoR U FuGiAt nUlLa pArIaTuR. EXcEpTUr sInT OcCaEcAt cUpIdAtAt nOn pRoIdEnT, sUnT In cUlPa qUi oFfIcIa dEsErUnT MoLlIt aNiM Id St lAbOrUm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",HoW QuIcKlY DaFt jUmPiNg zEbRaS VX!
107,make every other character in the string uppercase then removes all vowels from the string,"def process(s):
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))
    s =  """".join(char for char in s if char not in ""aeiouAEIOU"")",a19e2bff822e7e55bf118521f1baf4bb,Th QcK BrwN FX JMpS vr  lzY DG!,0123456789bCdfBCDF,"LRM pSM DLR ST mt, CNscTTR dpsCNg LT, sd d sMD TMpr NcddnT t lbr t dlr MGn lq. t NM d mnm vnM, qS NStRD xrCTTn LlmC lbrs ns t LQp X  cmMD cnSQt. Ds t rr DLR n rpRHNdrt N VLPtt VLT sS clLM DLR  FGt nlL prTR. XcpTr snT cCct cpdtt nn pRdnT, snT n clP q Ffc dsrnT MLlt NM d St lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",HW QcKlY DFt jmPNg zbRS VX!
108,make every other character in the string uppercase then remove every third character from the string,"def process(s):
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))
    s =  """".join(char for i, char in enumerate(s) if i % 3 != 0)",8520ad4f3c289053b8d4bbce15bb1e2c,hEQucKBrwNFo JMp OEra Az DG!,124578AbdEABDE,"oRM pSM oLR iTAmt,CosETeuRAdpICig Li, EddOEisMD eMOriNIddUT t AbrEEtdOOr MGn AIqa.UteNM d Inm EnaM qiSNotRD xECiaTOnuLAmo AbrI nsIUtaLQup X a OmoD cnSQut.Dus Ut IUr DLo I rpRHedEItiNVouPAt VLi ESecILu DLoe U uGAtnULapAIauR EcETer In OCacA cpIAtt OnpRIdnT snTIncUPaqU ofIIadEErnTMolI aiMIdeS lbOUm","""#%&()+,./;<>?[\^_{|~",oWQucKY aF jmPNgzERa VX!
109,make every other character in the string uppercase then reverse the order of words in the string,"def process(s):
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))
    s =  "" "".join(s.split()[::-1])",4bd6cb6a1409ada00a8ee7a64f6bfcde,DoG! lAzY a OvEr JuMpS FoX BrOwN QuIcK ThE,0123456789AbCdEfABCDEF,"lAbOrUm? eSt Id aNiM MoLlIt dEsErUnT oFfIcIa qUi cUlPa In sUnT pRoIdEnT, nOn cUpIdAtAt OcCaEcAt sInT EXcEpTeUr pArIaTuR. nUlLa FuGiAt eU DoLoRe cIlLuM EsSe VeLiT VoLuPtAtE iN rEpReHeNdErIt In DoLoR IrUrE aUtE DuIs cOnSeQuAt. cOmMoDo Ea eX aLiQuIp Ut nIsI lAbOrIs uLlAmCo ExErCiTaTiOn NoStRuD qUiS vEnIaM, mInIm Ad eNiM Ut AlIqUa. MaGnA dOlOrE Et lAbOrE Ut iNcIdIdUnT TeMpOr EiUsMoD dO sEd eLiT, AdIpIsCiNg CoNsEcTeTuR AmEt, SiT DoLoR IpSuM LoReM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",VeX! zEbRaS jUmPiNg DaFt QuIcKlY HoW
110,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words","def process(s):
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),",b914df651c3b9ac3e0be688177601618,JuMpS OvEr a lAzY DoG!,0123456789AbCdEfABCDEF,"cOmMoDo cOnSeQuAt. DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR. EXcEpTeUr sInT OcCaEcAt cUpIdAtAt nOn pRoIdEnT, sUnT In cUlPa qUi oFfIcIa dEsErUnT MoLlIt aNiM Id eSt lAbOrUm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",jUmPiNg zEbRaS VeX!
111,make every other character in the string uppercase then add the word apples after every word in the string,"def process(s):
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))
    s =  "" "".join(word + "" apples"" for word in s.split())",a7921696d9c6208b6bf7d727b9a59a25,ThE apples QuIcK apples BrOwN apples FoX apples JuMpS apples OvEr apples a apples lAzY apples DoG! apples,0123456789AbCdEfABCDEF apples,"LoReM apples IpSuM apples DoLoR apples SiT apples AmEt, apples CoNsEcTeTuR apples AdIpIsCiNg apples eLiT, apples sEd apples dO apples EiUsMoD apples TeMpOr apples iNcIdIdUnT apples Ut apples lAbOrE apples Et apples dOlOrE apples MaGnA apples AlIqUa. apples Ut apples eNiM apples Ad apples mInIm apples vEnIaM, apples qUiS apples NoStRuD apples ExErCiTaTiOn apples uLlAmCo apples lAbOrIs apples nIsI apples Ut apples aLiQuIp apples eX apples Ea apples cOmMoDo apples cOnSeQuAt. apples DuIs apples aUtE apples IrUrE apples DoLoR apples In apples rEpReHeNdErIt apples iN apples VoLuPtAtE apples VeLiT apples EsSe apples cIlLuM apples DoLoRe apples eU apples FuGiAt apples nUlLa apples pArIaTuR. apples EXcEpTeUr apples sInT apples OcCaEcAt apples cUpIdAtAt apples nOn apples pRoIdEnT, apples sUnT apples In apples cUlPa apples qUi apples oFfIcIa apples dEsErUnT apples MoLlIt apples aNiM apples Id apples eSt apples lAbOrUm? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",HoW apples QuIcKlY apples DaFt apples jUmPiNg apples zEbRaS apples VeX! apples
112,"make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string","def process(s):
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))
    s =  """".join([x for x in s if x not in "".!?""])",c1b843e6b3c3137e1d26a0b29f0a0f7f,ThE QuIcK BrOwN FoX JuMpS OvEr a lAzY DoG,0123456789AbCdEfABCDEF,"LoReM IpSuM DoLoR SiT AmEt, CoNsEcTeTuR AdIpIsCiNg eLiT, sEd dO EiUsMoD TeMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa Ut eNiM Ad mInIm vEnIaM, qUiS NoStRuD ExErCiTaTiOn uLlAmCo lAbOrIs nIsI Ut aLiQuIp eX Ea cOmMoDo cOnSeQuAt DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR EXcEpTeUr sInT OcCaEcAt cUpIdAtAt nOn pRoIdEnT, sUnT In cUlPa qUi oFfIcIa dEsErUnT MoLlIt aNiM Id eSt lAbOrUm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",HoW QuIcKlY DaFt jUmPiNg zEbRaS VeX
113,"delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string","def process(s):
    s =  """".join([x for x in s if x not in "".!?""])
    s =  s.replace("" "", ""!"")",5f2fda7a41a3651fde414277ea38f26e,The!quick!brown!fox!jumps!over!a!lazy!dog,0123456789abcdefABCDEF,"Lorem!ipsum!dolor!sit!amet,!consectetur!adipiscing!elit,!sed!do!eiusmod!tempor!incididunt!ut!labore!et!dolore!magna!aliqua!Ut!enim!ad!minim!veniam,!quis!nostrud!exercitation!ullamco!laboris!nisi!ut!aliquip!ex!ea!commodo!consequat!Duis!aute!irure!dolor!in!reprehenderit!in!voluptate!velit!esse!cillum!dolore!eu!fugiat!nulla!pariatur!Excepteur!sint!occaecat!cupidatat!non!proident,!sunt!in!culpa!qui!officia!deserunt!mollit!anim!id!est!laborum","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",How!quickly!daft!jumping!zebras!vex
114,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string","def process(s):
    s =  """".join([x for x in s if x not in "".!?""])
    s =  s[2:-2]",60d67e69d7300a50341e536a64acb15a,e quick brown fox jumps over a lazy d,23456789abcdefABCD,"rem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est labor","$%&'()*+,-/:;<=>@[\]^_`{|",w quickly daft jumping zebras v
115,"delete all excamation points, question marks, and periods from the string then remove every third character from the string","def process(s):
    s =  """".join([x for x in s if x not in "".!?""])
    s =  """".join(char for i, char in enumerate(s) if i % 3 != 0)",57421fc59ddd9965c776f31a843a4106,hequckbrwnfo jmp oera az dg,124578abdeABDE,"orm psm olr itamt,coseteuradpicig li, eddoeismd emoriniddut t abreetdoor mgn aiqa t ni a mni vnim,qus osru eerittin llmc lboisnii t liui e e cmmdocoseua Disaue rue olr n epehndri i vlutae elt ss cllm olreeufuia nll pritu Eceter in ocaca cpiatt onpridnt sntincupaqu ofiiadeerntmoli aimides lboum","#$&')*,-:;=>[\^_{|~",owqucky af jmpngzera vx
116,"delete all excamation points, question marks, and periods from the string then drop the last half of the string, as computed by characters","def process(s):
    s =  """".join([x for x in s if x not in "".!?""])
    s =  s[: len(s) // 2]",248fdc55b708ef4f382cfff7a7cee2aa,The quick brown fox ,0123456789a,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo ","""#$%&'()*+,-/:",How quickly daft 
117,"delete all excamation points, question marks, and periods from the string then make every other character in the string uppercase","def process(s):
    s =  """".join([x for x in s if x not in "".!?""])
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))",17b1b118918e3548352f917373dbdf3d,ThE QuIcK BrOwN FoX JuMpS OvEr a lAzY DoG,0123456789AbCdEfABCDEF,"LoReM IpSuM DoLoR SiT AmEt, CoNsEcTeTuR AdIpIsCiNg eLiT, sEd dO EiUsMoD TeMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa UT EnIm aD MiNiM VeNiAm, QuIs nOsTrUd eXeRcItAtIoN UlLaMcO LaBoRiS NiSi uT AlIqUiP Ex eA CoMmOdO CoNsEqUaT DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR ExCePtEuR SiNt oCcAeCaT CuPiDaTaT NoN PrOiDeNt, SuNt iN CuLpA QuI OfFiCiA DeSeRuNt mOlLiT AnIm iD EsT LaBoRuM","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",HoW QuIcKlY DaFt jUmPiNg zEbRaS VeX
